,num,title,date,status,stream,area,wg,area2,key words
25,8611,Label Switched Path (LSP) Ping and Traceroute Multipath Support for Link Aggregation Group (LAG) Interfaces, June 2019 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"MPLS, LSP Ping"
26,8610,Concise Data Definition Language (CDDL): A Notational Convention to Express Concise Binary Object Representation (CBOR) and JSON Data Structures, June 2019 , PROPOSED STANDARD, IETF, art, cbor,,
27,8609,Content-Centric Networking (CCNx) Messages in TLV Format, July 2019 , EXPERIMENTAL, IRTF,null,null,,
28,8608,"BGPsec Algorithms, Key Formats, and Signature Formats", June 2019 , PROPOSED STANDARD, IETF, ops, sidrops,BGP,"BGPsec, BGPsec Algorithms, Crypto Algorithms, ECDSA, Cryptography"
29,8607,Calendaring Extensions to WebDAV (CalDAV): Managed Attachments, June 2019 , INFORMATIONAL, IETF, art, calext,,
30,8606,ISDN User Part (ISUP) Cause Location Parameter for the SIP Reason Header Field, June 2019 , PROPOSED STANDARD, IETF, art, sipcore,SIP,"Reason, Call, Location"
31,8605,vCard Format Extensions: ICANN Extensions for the Registration Data Access Protocol (RDAP), May 2019 , INFORMATIONAL, IETF,null, NON WORKING GROUP,vCard,"RDAP, vCard"
32,8604,Interconnecting Millions of Endpoints with Segment Routing, June 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
33,8603,Commercial National Security Algorithm (CNSA) Suite Certificate and Certificate Revocation List (CRL) Profile, May 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
34,8602,Update to the Telephony Routing over IP (TRIP) IANA Registry Rules regarding Postal Addresses, July 2019 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
35,8601,Message Header Field for Indicating Message Authentication Status, May 2019 , PROPOSED STANDARD, IETF, art, dmarc,DKIM,"DKIM, SPF, ATPS, VBR, Authentication, Reputation"
36,8600,Using Extensible Messaging and Presence Protocol (XMPP) for Security Information Exchange, June 2019 , PROPOSED STANDARD, IETF, sec, mile,XMPP,"publish, subscribe, pubsub, grid, iodef, xmpp-grid, information sharing"
37,8599,Push Notification with the Session Initiation Protocol (SIP), May 2019 , PROPOSED STANDARD, IETF, art, sipcore,SIP,"SIP, Push, Notification"
38,8598,Split DNS Configuration for the Internet Key Exchange Protocol Version 2 (IKEv2), May 2019 , PROPOSED STANDARD, IETF, sec, ipsecme,"DNS, IKEv2","IKEv2, DNS, IKEv2, DNS"
39,8597,Cooperating Layered Architecture for Software-Defined Networking (CLAS), May 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
40,8596,MPLS Transport Encapsulation for the Service Function Chaining (SFC) Network Service Header (NSH), June 2019 , INFORMATIONAL, IETF, rtg, mpls,MPLS,"label, label stack, service function forwarder (SFF)"
41,8595,An MPLS-Based Forwarding Plane for Service Function Chaining, June 2019 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"SFC, MPLS, Service Function Chaining, NSH, Network Service Header, MPLS, Multiprotocol Label Switching"
42,8594,The Sunset HTTP Header Field, May 2019 , INFORMATIONAL, IETF,null, NON WORKING GROUP,HTTP,
43,8593,Video Traffic Models for RTP Congestion Control Evaluations, May 2019 , INFORMATIONAL, IETF, tsv, rmcat,RTP,"Multimedia, Congestion Control"
44,8592,Key Performance Indicator (KPI) Stamping for the Network Service Header (NSH), May 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
45,8591,SIP-Based Messaging with S/MIME, April 2019 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,"MIME, SIP, PIM","MSRP, CPIM, MSRP, CPIM, MSRP, CPIM"
46,8590,Change Poll Extension for the Extensible Provisioning Protocol (EPP), May 2019 , PROPOSED STANDARD, IETF, art, regext,EPP,
47,8589,The 'leaptofrogans' URI Scheme, May 2019 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
48,8588,Personal Assertion Token (PaSSporT) Extension for Signature-based Handling of Asserted information using toKENs (SHAKEN), May 2019 , PROPOSED STANDARD, IETF, art, stir,,
49,8587,NFS Version 4.0 Trunking Update, May 2019 , PROPOSED STANDARD, IETF, tsv, nfsv4,,
50,8586,Loop Detection in Content Delivery Networks (CDNs), April 2019 , PROPOSED STANDARD, IETF, art, httpbis,DNS,"CDN-Loop, "
51,8585,Requirements for IPv6 Customer Edge Routers to Support IPv4-as-a-Service, May 2019 , INFORMATIONAL, IETF, ops, v6ops,"IPv4, IPv6","IPv6 transition, CE requirements, IPv4aaS, IPv6 transition, CE requirements, IPv4aaS"
52,8584,Framework for Ethernet VPN Designated Forwarder Election Extensibility, April 2019 , PROPOSED STANDARD, IETF, rtg, bess,,
53,8583,Diameter Load Information Conveyance, August 2019 , PROPOSED STANDARD, IETF, ops, dime,Diameter,"Diameter, load"
54,8582,Diameter Overload Rate Control, August 2019 , PROPOSED STANDARD, IETF, ops, dime,Diameter,"Diameter, Overload"
55,8581,Diameter Agent Overload and the Peer Overload Report, August 2019 , PROPOSED STANDARD, IETF, ops, dime,Diameter,"Diameter, Overload"
56,8580,Sieve Extension: File Carbon Copy (FCC), May 2019 , PROPOSED STANDARD, IETF, art, extra,,
57,8579,Sieve Email Filtering: Delivering to Special-Use Mailboxes, May 2019 , PROPOSED STANDARD, IETF, art, extra,,
58,8578,Deterministic Networking Use Cases, May 2019 , INFORMATIONAL, IETF, rtg, detnet,,
59,8577,Signaling RSVP-TE Tunnels on a Shared MPLS Forwarding Plane, April 2019 , PROPOSED STANDARD, IETF, rtg, mpls,"MPLS, RSVP-TE","Segment Routed RSVP-TE tunnels, TE link labels, RSVP-TE shared labels, Segment Routed RSVP-TE tunnels, TE link labels, RSVP-TE shared labels"
60,8576,Internet of Things (IoT) Security: State of the Art and Challenges, April 2019 , INFORMATIONAL, IRTF,null,null,,
61,8575,YANG Data Model for the Precision Time Protocol (PTP), May 2019 , PROPOSED STANDARD, IETF, int, tictoc,YANG,
62,8574,cite-as: A Link Relation to Convey a Preferred URI for Referencing, April 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
63,8573,Message Authentication Code for the Network Time Protocol, June 2019 , PROPOSED STANDARD, IETF, int, ntp,NTP,NTP
64,8572,Secure Zero Touch Provisioning (SZTP), April 2019 , PROPOSED STANDARD, IETF, ops, netconf,,
65,8571,BGP - Link State (BGP-LS) Advertisement of IGP Traffic Engineering Performance Metric Extensions, March 2019 , PROPOSED STANDARD, IETF, rtg, idr,BGP,
66,8570,IS-IS Traffic Engineering (TE) Metric Extensions, March 2019 , PROPOSED STANDARD, IETF, rtg, lsr,IS-IS,"IGP, IS-IS"
67,8569,Content-Centric Networking (CCNx) Semantics, July 2019 , EXPERIMENTAL, IRTF,null,null,,
68,8568,Network Virtualization Research Challenges, April 2019 , INFORMATIONAL, IRTF,null,null,,
69,8567,Customer Management DNS Resource Records, 1 April 2019 , INFORMATIONAL, INDEPENDENT,null,null,DNS,
70,8565,Hypertext Jeopardy Protocol (HTJP/1.0), 1 April 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
71,8564,Support of Point-to-Multipoint Bidirectional Forwarding Detection (BFD) in Transparent Interconnection of Lots of Links (TRILL), April 2019 , PROPOSED STANDARD, IETF, rtg, trill,,
72,8563,Bidirectional Forwarding Detection (BFD) Multipoint Active Tails, April 2019 , PROPOSED STANDARD, IETF, rtg, bfd,,
73,8562,Bidirectional Forwarding Detection (BFD) for Multipoint Networks, April 2019 , PROPOSED STANDARD, IETF, rtg, bfd,,
74,8561,A YANG Data Model for Microwave Radio Link, June 2019 , PROPOSED STANDARD, IETF, rtg, ccamp,YANG,"microwaveRadioLinkTerminal, microwaveCarrierTermination"
75,8560,Seamless Integration of Ethernet VPN (EVPN) with Virtual Private LAN Service (VPLS) and Their Provider Backbone Bridge (PBB) Equivalents, May 2019 , PROPOSED STANDARD, IETF, rtg, bess,,
76,8559,Dynamic Authorization Proxying in the Remote Authentication Dial-In User Service (RADIUS) Protocol, April 2019 , PROPOSED STANDARD, IETF, ops, radext,RADIUS,"RADIUS, Change of Authorization, CoA-Request, Disconnect-Request"
77,8558,Transport Protocol Path Signals, April 2019 , INFORMATIONAL, IAB,null,null,,
78,8557,Deterministic Networking Problem Statement, May 2019 , INFORMATIONAL, IETF, rtg, detnet,,
79,8556,Multicast VPN Using Bit Index Explicit Replication (BIER), April 2019 , PROPOSED STANDARD, IETF, rtg, bier,,
80,8555,Automatic Certificate Management Environment (ACME), March 2019 , PROPOSED STANDARD, IETF, sec, acme,HTTP,"certificate, HTTPS, PKI, X.509"
81,8554,Leighton-Micali Hash-Based Signatures, April 2019 , INFORMATIONAL, IRTF,null,null,,
82,8553,DNS Attrleaf Changes: Fixing Specifications That Use Underscored Node Names, March 2019 , BEST CURRENT PRACTICE, IETF, ops, dnsop,DNS,"DNS, Domain Name System"
83,8552,"Scoped Interpretation of DNS Resource Records through ""Underscored"" Naming of Attribute Leaves", March 2019 , BEST CURRENT PRACTICE, IETF, ops, dnsop,DNS,"DNS, Domain Name System"
84,8551,Secure/Multipurpose Internet Mail Extensions (S/MIME) Version 4.0 Message Specification, April 2019 , PROPOSED STANDARD, IETF, sec, lamps,MIME,S/MIME
85,8550,Secure/Multipurpose Internet Mail Extensions (S/MIME) Version 4.0 Certificate Handling, April 2019 , PROPOSED STANDARD, IETF, sec, lamps,MIME,S/MIME
86,8549,Export of BGP Community Information in IP Flow Information Export (IPFIX), April 2019 , PROPOSED STANDARD, IETF, ops, opsawg,BGP,"community, BGP, IPFIX"
87,8548,Cryptographic Protection of TCP Streams (tcpcrypt), May 2019 , EXPERIMENTAL, IETF, tsv, tcpinc,,
88,8547,TCP-ENO: Encryption Negotiation Option, May 2019 , EXPERIMENTAL, IETF, tsv, tcpinc,,
89,8546,The Wire Image of a Network Protocol, April 2019 , INFORMATIONAL, IAB,null,null,,
90,8545,Well-Known Port Assignments for the One-Way Active Measurement Protocol (OWAMP) and the Two-Way Active Measurement Protocol (TWAMP), March 2019 , PROPOSED STANDARD, IETF, tsv, ippm,,
91,8544,Organization Extension for the Extensible Provisioning Protocol (EPP), April 2019 , PROPOSED STANDARD, IETF, art, regext,EPP,epp organization mapping extension
92,8543,Extensible Provisioning Protocol (EPP) Organization Mapping, March 2019 , PROPOSED STANDARD, IETF, art, regext,EPP,epp registry organization object mapping
93,8542,A YANG Data Model for Fabric Topology in Data-Center Networks, March 2019 , PROPOSED STANDARD, IETF, rtg, i2rs,YANG,"YANG, Fabric Topology, Data-Center Networks"
94,8541,Impact of Shortest Path First (SPF) Trigger and Delay Strategies on IGP Micro-loops, March 2019 , INFORMATIONAL, IETF, rtg, rtgwg,"IS-IS, OSPF","IS-IS, OSPF, IS-IS, OSPF"
95,8540,Stream Control Transmission Protocol: Errata and Issues in RFC 4960, February 2019 , INFORMATIONAL, IETF, tsv, tsvwg,SMI,
96,8539,Softwire Provisioning Using DHCPv4 over DHCPv6, March 2019 , PROPOSED STANDARD, IETF, int, dhc,"DHCPv4, DHCPv6, IPv4, IPv6","Provisioning, Softwire, DHCP 4o6, IPv4 over IPv6, IPv4 service continuity, IPv4 address depletion, IPv4 over IPv6, MAP, Lightweight 4over6, Provisioning, Softwire, DHCP 4o6, IPv4 over IPv6, IPv4 service continuity, IPv4 address depletion, IPv4 over IPv6, MAP, Lightweight 4over6, Provisioning, Softwire, DHCP 4o6, IPv4 over IPv6, IPv4 service continuity, IPv4 address depletion, IPv4 over IPv6, MAP, Lightweight 4over6, Provisioning, Softwire, DHCP 4o6, IPv4 over IPv6, IPv4 service continuity, IPv4 address depletion, IPv4 over IPv6, MAP, Lightweight 4over6"
97,8538,Notification Message Support for BGP Graceful Restart, March 2019 , PROPOSED STANDARD, IETF, rtg, idr,BGP,"IDR, BGP"
98,8537,Updates to the Fast Reroute Procedures for Co-routed Associated Bidirectional Label Switched Paths (LSPs), February 2019 , PROPOSED STANDARD, IETF, rtg, teas,RSVP-TE,RSVP-TE LSP
99,8536,The Time Zone Information Format (TZif), February 2019 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
100,8534,Explicit Tracking with Wildcard Routes in Multicast VPN, February 2019 , PROPOSED STANDARD, IETF, rtg, bess,,
101,8533,"A YANG Data Model for Retrieval Methods for the Management of Operations, Administration, and Maintenance (OAM) Protocols That Use Connectionless Communications", April 2019 , PROPOSED STANDARD, IETF, ops, lime,YANG,CL OAM Retrieval Methods 
102,8532,"Generic YANG Data Model for the Management of Operations, Administration, and Maintenance (OAM) Protocols That Use Connectionless Communications", April 2019 , PROPOSED STANDARD, IETF, ops, lime,YANG,
103,8531,"Generic YANG Data Model for Connection-Oriented Operations, Administration, and Maintenance (OAM) Protocols", April 2019 , PROPOSED STANDARD, IETF, ops, lime,YANG,
104,8530,YANG Model for Logical Network Elements, March 2019 , PROPOSED STANDARD, IETF, rtg, rtgwg,YANG,"VRF, VSI, VPN"
105,8529,YANG Data Model for Network Instances, March 2019 , PROPOSED STANDARD, IETF, rtg, rtgwg,YANG,"VRF, VSI, VPN"
106,8528,YANG Schema Mount, March 2019 , PROPOSED STANDARD, IETF, ops, netmod,YANG,
107,8527,RESTCONF Extensions to Support the Network Management Datastore Architecture, March 2019 , PROPOSED STANDARD, IETF, ops, netconf,,
108,8526,NETCONF Extensions to Support the Network Management Datastore Architecture, March 2019 , PROPOSED STANDARD, IETF, ops, netconf,NETCONF,NMDA
109,8525,YANG Library, March 2019 , PROPOSED STANDARD, IETF, ops, netconf,YANG,NMDA
110,8522,Looking Glass Command Set, February 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
111,8521,Registration Data Access Protocol (RDAP) Object Tagging, November 2018 , BEST CURRENT PRACTICE, IETF, art, regext,,
112,8520,Manufacturer Usage Description Specification, March 2019 , PROPOSED STANDARD, IETF, ops, opsawg,,
113,8519,YANG Data Model for Network Access Control Lists (ACLs), March 2019 , PROPOSED STANDARD, IETF, ops, netmod,YANG,"ACE, ACL, Firewall, PBR, NMDA"
114,8518,Selection of Loop-Free Alternates for Multi-Homed Prefixes, March 2019 , PROPOSED STANDARD, IETF, rtg, rtgwg,,
115,8517,An Inventory of Transport-Centric Functions Provided by Middleboxes: An Operator Perspective, February 2019 , INFORMATIONAL, INDEPENDENT,null,null,,
116,8516,"""Too Many Requests"" Response Code for the Constrained Application Protocol", January 2019 , PROPOSED STANDARD, IETF, art, core,,
117,8515,URN Namespace for ETSI Documents, February 2019 , INFORMATIONAL, IETF,null, NON WORKING GROUP,"URN, NETCONF, YANG","YANG, NETCONF, RESTCONF, YANG, NETCONF, RESTCONF, YANG, NETCONF, RESTCONF"
118,8514,Internet Message Access Protocol (IMAP) - SAVEDATE Extension, January 2019 , PROPOSED STANDARD, IETF, art, extra,IMAP,"imap, savedate"
119,8513,A YANG Data Model for Dual-Stack Lite (DS-Lite), January 2019 , PROPOSED STANDARD, IETF, int, softwire,"IPv4, IPv6, YANG","IPv4 service continuity, IPv4 address exhaustion, Service Availability, Address sharing, IPv6, Reliability, IPv4 over IPv6, IPv4 service continuity, IPv4 address exhaustion, Service Availability, Address sharing, IPv6, Reliability, IPv4 over IPv6, IPv4 service continuity, IPv4 address exhaustion, Service Availability, Address sharing, IPv6, Reliability, IPv4 over IPv6"
120,8512,A YANG Module for Network Address Translation (NAT) and Network Prefix Translation (NPT), January 2019 , PROPOSED STANDARD, IETF, ops, opsawg,"IPv4, NETCONF, YANG, nat64+or+dns64","address sharing, address depletion, IPv4 service continuity, NETCONF, programmability, automation, service automation, NPTv6, SIIT, NAT64, CLAT, Destination NAT, Port Restricted NAT, Port Range, address sharing, address depletion, IPv4 service continuity, NETCONF, programmability, automation, service automation, NPTv6, SIIT, NAT64, CLAT, Destination NAT, Port Restricted NAT, Port Range, address sharing, address depletion, IPv4 service continuity, NETCONF, programmability, automation, service automation, NPTv6, SIIT, NAT64, CLAT, Destination NAT, Port Restricted NAT, Port Range, address sharing, address depletion, IPv4 service continuity, NETCONF, programmability, automation, service automation, NPTv6, SIIT, NAT64, CLAT, Destination NAT, Port Restricted NAT, Port Range"
121,8511,TCP Alternative Backoff with ECN (ABE), December 2018 , EXPERIMENTAL, IETF, tsv, tcpm,,
122,8510,OSPF Link-Local Signaling (LLS) Extensions for Local Interface ID Advertisement, January 2019 , PROPOSED STANDARD, IETF, rtg, lsr,OSPF,"IGP, OSPF"
123,8509,A Root Key Trust Anchor Sentinel for DNSSEC, December 2018 , PROPOSED STANDARD, IETF, ops, dnsop,DNS,"DNSSEC, KSK, RFC5011, DNS, rollover, root-key-sentinel-is-ta-, root-key-sentinel-not-ta-, root key, security"
124,8508,IMAP REPLACE Extension, January 2019 , PROPOSED STANDARD, IETF, art, extra,IMAP,
125,8507,Simple Internet Protocol (SIP) Specification, December 2018 , HISTORIC, INDEPENDENT,null,null,"SIP, IPv6","IPv6, IPng, IPv6, IPng"
126,8506,Diameter Credit-Control Application, March 2019 , PROPOSED STANDARD, IETF, ops, dime,Diameter,"Diameter, charging"
127,8505,Registration Extensions for IPv6 over Low-Power Wireless Personal Area Network (6LoWPAN) Neighbor Discovery, November 2018 , PROPOSED STANDARD, IETF, int, 6lo,IPv6,Wi-Fi
128,8504,IPv6 Node Requirements, January 2019 , BEST CURRENT PRACTICE, IETF, int, 6man,IPv6,"IPv6, Internet Protocol Version 6, Internet Protocol, IP"
129,8503,BGP/MPLS Layer 3 VPN Multicast Management Information Base, December 2018 , PROPOSED STANDARD, IETF, rtg, bess,"MPLS, SNMP, BGP","MVPN, PE router, P-tunnel, PMSI, MIB, SNMP, monitor, MVPN, PE router, P-tunnel, PMSI, MIB, SNMP, monitor, MVPN, PE router, P-tunnel, PMSI, MIB, SNMP, monitor"
130,8502,L2L3 VPN Multicast MIB, December 2018 , PROPOSED STANDARD, IETF, rtg, bess,"MPLS, SNMP, BGP","MVPN, BGP, MPLS, P-tunnel, PMSI Tunnel attribute, SNMP, monitor,  management, MVPN, BGP, MPLS, P-tunnel, PMSI Tunnel attribute, SNMP, monitor,  management, MVPN, BGP, MPLS, P-tunnel, PMSI Tunnel attribute, SNMP, monitor,  management"
131,8501,Reverse DNS in IPv6 for Internet Service Providers, November 2018 , INFORMATIONAL, IETF, ops, dnsop,"DNS, IPv6","IPv6, PTR, rDNS, Reverse DNS, IPv6, PTR, rDNS, Reverse DNS"
132,8500,IS-IS Routing with Reverse Metric, February 2019 , PROPOSED STANDARD, IETF, rtg, lsr,IS-IS,"IGP, IS-IS, Metric, Reverse-Metric, IIH"
133,8499,DNS Terminology, January 2019 , BEST CURRENT PRACTICE, IETF, ops, dnsop,DNS,"vocabulary, domain name system"
134,8498,A P-Served-User Header Field Parameter for an Originating Call Diversion (CDIV) Session Case in the Session Initiation Protocol (SIP), February 2019 , INFORMATIONAL, IETF, art, sipcore,SIP,"SIP, RFC5502, P-, 3GPP, IMS, Served-User, orig-cdiv"
135,8497,Marking SIP Messages to Be Logged, November 2018 , PROPOSED STANDARD, IETF, art, insipid,SIP,"SIP, logme, troubleshooting, debug, debugging, logging"
136,8496,P-Charge-Info: A Private Header Field (P-Header) Extension to the Session Initiation Protocol (SIP), October 2018 , INFORMATIONAL, IETF,null, NON WORKING GROUP,SIP,p-header
137,8495,Allocation Token Extension for the Extensible Provisioning Protocol (EPP), November 2018 , PROPOSED STANDARD, IETF, art, regext,EPP,
